제목,방송 기간,방송 시간,방송 횟수,장르,채널,방송 시작
내남자의여자, 2007년 4월 2일 ~ 2007년 6월 19일," 월요일, 화요일 밤 (시간) 9시 55분 ~ 11시 5분", 24부작," 멜로, 통속극, 드라마 Drama", SBS,2007-04-02 00:00:00
러브홀릭, 2005년 5월 2일 ~ 2005년 6월 21일," 월요일, 화요일 밤 (시간) 9시 55분 ~ 11시 5분", 16부작, 드라마, KBS 2TV,2005-05-02 00:00:00
미우나고우나, 1998년 10월 19일 ~ 1999년 4월 9일, 월요일 ~ 금요일 밤 (시간) 8시 55분 ~ 9시 25분, 107부작, 텔레비전 드라마, SBS,1998-10-19 00:00:00
미세스캅, 2015년 8월 3일 ~ 2015년 9월 29일," 월요일, 화요일 밤 10시 ~ 11시 15분", 18부작," 수사물, 범죄, 서스펜스", SBS,2015-08-03 00:00:00
마법의성, 1999년 11월 22일 ~ 1999년 12월 28일," 월, 화 오후 9시 50분", 12부작, 드라마, 한국방송공사,1999-11-22 00:00:00
매화연가, 2001년 4월 23일 ~ 2001년 11월 3일, 월~토 8시 5분 ~ 8시 30분, ," 드라마, 소설", KBS 제1TV,2001-04-23 00:00:00
4일간의사랑, 1992년 7월 27일 ~ 1992년 7월 28일, 월·화요일 밤 10시 ~ 11시 10분, 2부작," 텔레비전 드라마, 멜로", 문화방송,1992-07-27 00:00:00
영웅시대, 2004년 7월 5일 ~ 2005년 3월 1일,, 70부작, 시대극, 문화방송,2004-07-05 00:00:00
우리읍내, 1988년 10월 24일 ~ 1988년 11월 15일, 매주 월·화요일 밤 9시 50분 ~ 10시 50분, 8부작, 텔레비전 드라마, 문화방송,1988-10-24 00:00:00
달자의봄, 2007년 1월 3일 ~ 2007년 3월 15일," 수, 목 밤 9시 55분 ~ 11시 5분", 22부작," 로맨스, 코미디", KBS 제2TV,2007-01-03 00:00:00
기름진멜로, 2018년 5월 7일 ~ 2018년 7월 17일," 매주 월요일, 화요일 밤 10:00 ~ 11:10", 38부작," 로맨스, 요리", SBS TV,2018-05-07 00:00:00
동양극장, 2001년 6월 9일 ~ 2001년 9월 9일," 매주 토,일 저녁 7시 50분", 28부작, 드라마, KBS 2TV,2001-06-09 00:00:00
무풍지대, 1989년 6월 28일 ~ 1989년 9월 7일," 수요일, 목요일 밤 (시간) 9시 50분", 13부작, 드라마, 한국방송공사,1989-06-28 00:00:00
맛있는인생, 2012년 4월 28일 ~ 2012년 9월 23일," 토요일, 일요일 밤 (시간) 8시 40분 ~ 9시 50분", 39부작," 멜로, 드라마", SBS TV,2012-04-28 00:00:00
송곳, 2015년 10월 24일 ~ 2015년 11월 29일, 토요일 일요일 밤 (시간) 9시 40분, 12부작, 드라마, JTBC,2015-10-24 00:00:00
당신만이내사랑, 2014년 11월 24일 ~ 2015년 5월 8일, 월요일 ~ 금요일 밤 (시간) 8시 25분 ~ 밤 9시, 120부작, 가족 · 로맨스 · 드라마, KBS 1TV,2014-11-24 00:00:00
비켜라운명아, 2018년 11월 5일 ~ 2019년 4월 26일, 매주 평일 저녁 8:30 ~ 9:00, 124부작, 드라마, KBS 1TV (본방송)KBS 2TV (재방송),2018-11-05 00:00:00
형제의강, 1996년 10월 2일 ~ 1997년 4월 3일," 수요일, 목요일 밤 (시간) 9시 50분 ~ 10시 50분", 54부작, 드라마," 서울방송(모기업:태영건설),부산방송(현:KNN(모기업:넥센))",1996-10-02 00:00:00
복희누나, 2011년 11월 7일 ~ 2012년 5월 4일, 월요일 ~ 금요일 오전 9시 ~ 9시 40분, 130부작, 텔레비전 드라마 · 소설, KBS 2TV,2011-11-07 00:00:00
가면속의천사, 1995년 7월 5일 ~ 1995년 8월 24일," 수요일, 목요일 밤 (시간) 9시 50분", 16부작, 드라마, KBS 2TV,1995-07-05 00:00:00
방법, 2020년 2월 10일 ~ 2020년 3월 17일," 매주 월요일, 화요일 밤 9시 30분 ~ 10시 40분", 12부작, 미스터리 스릴러 드라마음악 드라마음악, tvN,2020-02-10 00:00:00
여우각시별, 2018년 10월 1일 ~ 2018년 11월 26일," 매주 월요일, 화요일 밤 (시간) 10:00 ~ 11:10", 32부작, 휴먼 멜로, SBS TV,2018-10-01 00:00:00
M, 1994년 8월 1일 ~ 1994년 8월 30일," 월요일, 화요일 밤 (시간) 9시 50분", 총 10 부작, 텔레비전 드라마, MBC,1994-08-01 00:00:00
왕과나, 2007년 8월 27일 ~ 2008년 4월 1일," 월, 화 오후 9시 55분", 63부작, 대하사극, SBS,2007-08-27 00:00:00
리치맨, 2018년 5월 9일 ~ 2018년 6월 28일," 매주 수요일, 목요일 밤 11시", 16부작, 텔레비전 드라마," MBN, 드라맥스",2018-05-09 00:00:00
천번의입맞춤, 2011년 8월 20일 ~ 2012년 2월 5일," 토요일, 일요일 밤 (시간) 8시 40분 ~ 9시 50분", 50부작, 텔레비전 드라마 드라마 음악 드라마 음악 드라마 음악 드라마 음악 드라마 음악, MBC TV,2011-08-20 00:00:00
로봇이아니야, 2017년 12월 6일 ~ 2018년 1월 25일," 매주 수요일, 목요일 밤 10:00 ~ 11:10", 32부작, 드라마, 문화방송,2017-12-06 00:00:00
골든타임, 2012년 7월 9일 ~ 2012년 9월 25일," 월요일, 화요일 밤 (시간) 9시 55분 ~ 11시 5분", 23부작 + 스페셜 2부작, 메디컬 드라마, MBC TV(지상파),2012-07-09 00:00:00
돌아온일지매, 2009년 1월 21일 ~ 2009년 4월 9일," 매주 수, 목 오후 9시 55분", 24부작," 텔레비전 드라마, 퓨전 사극", MBC,2009-01-21 00:00:00
좋은걸어떡해, 2000년 5월 1일 ~ 2001년 2월 2일, 월요일 ~ 금요일 밤 (시간) 8시 25분 ~ 9시, 190부작, 드라마, KBS 1TV,2000-05-01 00:00:00
떼루아, 2008년 12월 1일 ~ 2009년 2월 17일, 월요일 ~ 화요일 밤 (시간) 9시 55분 ~ 11시 5분, 20부작, 드라마, SBS,2008-12-01 00:00:00
상속자들, 2013년 10월 9일 ~ 2013년 12월 12일," 수요일, 목요일 밤 (시간) 10시", 20부작," 하이틴 로맨스, 학원물 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악", SBS TV,2013-10-09 00:00:00
아름다운그녀, 1997년 4월 19일 ~ 1997년 6월 8일," 토요일, 일요일", 16부작, 드라마, 서울방송,1997-04-19 00:00:00
인간시장, 1988년 5월 16일 ~ 1988년 6월 7일, 매주 월·화요일 밤 9시 50분 ~ 10시 50분, 8부작, 텔레비전 드라마, 문화방송,1988-05-16 00:00:00
천추태후, 2009년 1월 3일 ~ 2009년 9월 27일," 토요일 오후 10시 15분 
 일요일 오후 10시 25분", ," 사극, 막장", KBS 2TV,2009-01-03 00:00:00
명랑소녀성공기, 2002년 3월 13일 ~ 2002년 5월 2일," 수요일, 목요일 밤 (시간) 9시 55분 ~ 11시 5분", 16부작, 로맨스, SBS,2002-03-13 00:00:00
고호의별이빛나는밤에," 2016년 7월 2일 ~ 2016년 7월 31일 (웹드라마) 
 2016년 10월 22일 ~ 2016년 10월 30일 (TV판)"," 토요일, 일요일 밤 (시간) 9시 55분 ~ 11시 5분"," 20부작 (웹드라마)
4부작 (TV판)"," 로맨틱, 코미디", 소후티비,2016-07-02 00:00:00
눈꽃, 2000년 11월 13일 ~ 2001년 1월 2일," 월,화 오후 9시 50분", 16부작, 드라마, 한국방송공사,2000-11-13 00:00:00
사이코지만괜찮아, 2020년 6월 20일 ~ 2020년 8월 9일, 미정, 16부작, , tvN,2020-06-20 00:00:00
이몽, 2019년 5월 4일 ~ 2019년 7월 13일, 매주 토요일 밤 9:05 ~ 11:05, 40부작," 첩보, 멜로", 문화방송,2019-05-04 00:00:00
일과사랑, 1993년 10월 23일 ~ 1994년 4월 3일," 토요일, 일요일 밤 (시간) 8시 45분 ~ 9시 45분", 46부작, 드라마, SBS,1993-10-23 00:00:00
도둑의아내, 1991년 3월 6일 ~ 1991년 4월 4일," 수요일, 목요일 밤 (시간) 9시 50분", 10부작, 드라마, 한국방송공사,1991-03-06 00:00:00
순수, 1998년 8월 17일 ~ 1998년 10월 6일," 매주 월요일, 화요일 밤 9시 50분", 16부작, 드라마, KBS 2TV,1998-08-17 00:00:00
아빠셋엄마하나, 2008년 4월 2일 ~ 2008년 5월 22일," 수, 목 밤 9시 55분 ~ 11시 5분", 16부작, 텔레비전 드라마, KBS 2TV,2008-04-02 00:00:00
애정의조건, 2004년 3월 20일 ~ 2004년 10월 10일," 토요일, 일요일 저녁 7시 50분 ~ 밤 8시 50분", 60부작, 텔레비전 드라마, KBS 제2TV,2004-03-20 00:00:00
천국의나무, 2006년 2월 8일 ~ 2006년 3월 16일," 매주 수,목 밤 9시 55분", 10부작, 드라마, SBS,2006-02-08 00:00:00
"장화,홍련"," 2009년 4월 20일 ~ 2009년 10월 10일
2010년 1월 8일 ~ 2010년 4월 23일 (80회까지 재방송 이후 폐지)", 월~토 오전 9시 ~ 오전 9시 30분, 150부작," 텔레비전 드라마, 서스펜스", KBS 제2TV,2009-04-20 00:00:00
사랑의굴레, 1989년 4월 22일 ~ 1989년 10월 8일," 토요일, 일요일 저녁 7시 40분 ~ 8시 40분", 50부작, 드라마, KBS2,1989-04-22 00:00:00
맨홀-이상한나라의필, 2017년 8월 9일 ~ 2017년 9월 28일," 수요일, 목요일 밤 10시 ~ 11시 10분", 16부작," 판타지, 로맨스", KBS 2TV,2017-08-09 00:00:00
7급공무원, 2013년 1월 23일 ~ 2013년 3월 28일," 수요일, 목요일 오후 9시 55분", 20부작, 첩보 로맨스 드라마     , MBC TV,2013-01-23 00:00:00
네꿈을펼쳐라, 1999년 3월 6일 ~ 2000년 2월 27일, , 52부작, 드라마, 한국교육방송공사,1999-03-06 00:00:00
백색미로, 1993년 10월 20일 ~ 1993년 12월 9일," 수요일, 목요일 밤 (시간) 9시 50분", 16부작, 드라마, KBS 2TV,1993-10-20 00:00:00
야망의전설, 1998년 4월 4일 ~ 1998년 10월 25일," 토요일, 일요일 밤 (시간) 8시 ~ 9시", 59부작, 시대극, KBS 2TV,1998-04-04 00:00:00
경숙이경숙아버지, 2009년 1월 21일 ~ 2009년 1월 29일, 매주 수 · 목요일 밤 (시간) 10시 ~ 11시 10분, 4부작," 시대극, 코미디", KBS 2TV,2009-01-21 00:00:00
당신없는행복이란, 1993년 7월 5일 ~ 1993년 10월 16일, 매주 월~토요일 오전 8시 25분, 90부작, 텔레비전 드라마, 문화방송,1993-07-05 00:00:00
완전한사랑, 1990년 3월 19일 ~ 1990년 4월 10일, 매주 월·화요일 밤 9시 50분 ~ 10시 50분, 8부작, 텔레비전 드라마, 문화방송,1990-03-19 00:00:00
풍란, 1985년 3월 11일 ~ 10월 8일, 매주 월 · 화요일 밤 9시 45분 ~ 10시 45분, 58부작," 드라마, 사극", 문화방송,1985-03-11 00:00:00
전우, 1983년 9월 1일 ~ 1984년 10월 25일, ,, 드라마, KBS 2TV,1983-09-01 00:00:00
서른이지만열일곱입니다, 2018년 7월 23일 ~ 2018년 9월 18일," 매주 월요일, 화요일 밤 (시간) 10:00 ~ 11:10", 32부작, 로맨틱 코미디, SBS TV,2018-07-23 00:00:00
검법남녀, 2018년 5월 14일 ~ 2018년 7월 17일," 매주 월요일, 화요일 밤 (시간) 10:00 ~ 11:10", 32부작," 범죄, 의학, 서스펜스", MBC TV,2018-05-14 00:00:00
우리가정말사랑했을까, 1999년 1월 27일 ~ 1999년 6월 24일, 매주 수 · 목 밤 9시 55분, 44부작," 드라마, 멜로", MBC,1999-01-27 00:00:00
닿을듯말듯, 2018년 11월 16일, , 1부작, 텔레비전 드라마, KBS 2TV,2018-11-16 00:00:00
포옹, 1981년 5월 25일 ~ 1981년 9월 19일, 매주 월~토 8시 ~ 8시 25분, , 텔레비전 드라마, 문화방송,1981-05-25 00:00:00
위험한사랑, 1996년 8월 3일 ~ 1996년 9월 1일, 매주 토·일요일 밤 8시, 10부작, 텔레비전 드라마, 문화방송,1996-08-03 00:00:00
고백, 1995년 3월 13일 ~ 1995년 7월 4일," 월요일, 화요일 밤 8시 50분", 30부작," 멜로, 드라마", SBS,1995-03-13 00:00:00
아버지와아들, 2001년 7월 21일 ~ 2001년 10월 28일," 매주 토,일 밤 8시 50분", 30부작, 드라마, SBS,2001-07-21 00:00:00
장희빈, 2002년 11월 6일 ~ 2003년 10월 23일," 수, 목 오후 9시 55분", 100부작, 특별기획 드라마, 한국방송공사,2002-11-06 00:00:00
도둑의딸, 2000년 5월 29일 ~ 2000년 9월 26일," 매주 월,화 밤 9시 55분", 34부작, 드라마, SBS TV,2000-05-29 00:00:00
물위를걷는여자, 1992년 9월 7일 ~ 1992년 10월 27일, 매주 월·화요일 저녁 8시 55분, 16부작, 텔레비전 드라마, 서울방송,1992-09-07 00:00:00
내사랑내곁에, 2011년 5월 7일 ~ 2011년 10월 23일, SBS 주말극장, 50부작, 텔레비전 드라마, SBS,2011-05-07 00:00:00
사랑과우정, 1993년 7월 5일 ~ 1993년 8월 24일, 매주 월·화요일 저녁 8시 50분, 16부작, 텔레비전 드라마, 서울방송,1993-07-05 00:00:00
산다는것은, 1993년 4월 24일 ~ 1993년 10월 17일," 토요일, 일요일 밤 (시간) 8시 50분 ~ 10시", 50부작, 드라마, SBS,1993-04-24 00:00:00
산유화, 1983년 2월 21일 ~ 1983년 9월 23일, 월요일~금요일 밤 (시간) 9시 30분, 179부작, 드라마, KBS 2TV,1983-02-21 00:00:00
신의퀴즈, 2010년 10월 8일 ~ 2010년 12월 10일, 금요일 밤 10시, 10부작," 의학수사물, 드라마 드라마음악 드라마음악 드라마음악", OCN (방송),2010-10-08 00:00:00
순정에반하다, 2015년 4월 3일 ~ 2015년 5월 23일," 매주 금요일, 토요일 밤 (시간) 9시 45분", 16부작, 텔레비전 드라마, JTBC,2015-04-03 00:00:00
홍콩익스프레스, 2005년 2월 16일 ~ 2005년 4월 7일," 수요일, 목요일 밤 (시간) 9시 50분 ~ 11시 5분", 16부작," 멜로, 액션, 폭력", SBS,2005-02-16 00:00:00
그햇살이나에게, 2002년 1월 2일 ~ 2002년 2월 21일," 수요일, 목요일 9시 55분 ~ 11시 5분", 16부작, 드라마, MBC TV,2002-01-02 00:00:00
부부의세계, 2020년 3월 27일 ~," 매주 금요일, 토요일 밤 10시 50분 ~ 12시 20분", 16부작," 텔레비전 드라마, 로맨스, 복수", JTBC,2020-03-27 00:00:00
뿌리깊은나무, 2011년 10월 5일 ~ 2011년 12월 22일," 수요일, 목요일 밤 9시 55분", 24부작 + 스페셜 3부작, 미스터리 퓨전 사극, SBS TV,2011-10-05 00:00:00
아름다운선택, 1999년 6월 7일 ~ 1999년 12월 30일, 매주 월~토요일 오전 9시, 178부작, 텔레비전 드라마, 문화방송,1999-06-07 00:00:00
여자는왜?, 2001년 11월 5일 ~ 2002년 7월 12일, 매주 평일 밤 9:20 ~ 9:50, 152부작, 드라마, KBS 2TV,2001-11-05 00:00:00
복수가돌아왔다, 2018년 12월 10일 ~ 2019년 2월 4일," 매주 월요일, 화요일 밤 (시간) 10:00 ~ 11:10", 32부작," 학원 로맨스, 코미디, 복수, 사학비리 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악", SBS TV,2018-12-10 00:00:00
탐나는도다, 2009년 8월 8일 ~ 2009년 9월 27일, 매주 토 · 일요일 밤 7시 55분, 16부작, 텔레비전 드라마, 문화방송,2009-08-08 00:00:00
순정, 2001년 9월 3일 ~ 2001년 10월 30일," 월,화 오후 9시 50분", 16부작, 드라마, 한국방송공사,2001-09-03 00:00:00
열망, 1985년 1월 5일 ~ 1985년 9월 29일," 토, 일요일 오후 7시 50분", 78부작, 드라마, KBS2,1985-01-05 00:00:00
파리의연인, 2004년 6월 12일 ~ 2004년 8월 15일," 매주 토,일 밤 9시 45분", 20부작, 로맨스, SBS TV,2004-06-12 00:00:00
간택-여인들의전쟁, 2019년 12월 14일 ~ 2020년 2월 9일," 매주 토요일, 일요일 오후 11시 ~ 오전 0시", 16부작," 로맨스, 사극", TV CHOSUN,2019-12-14 00:00:00
이산, 2007년 9월 17일 ~ 2008년 6월 16일," 월요일, 화요일 밤 9시 55분", 77부작, 사극, MBC TV,2007-09-17 00:00:00
막돼먹은영애씨5, 2009년 3월 6일 ~ 2009년 7월 17일, 매주 금요일 밤 11시, 20부작, 텔레비전 드라마, tvN,2009-03-06 00:00:00
성난눈동자, 1981년 7월 18일 ~ 1981년 10월 4일, 매주 토 · 일요일 저녁 7시 15분 ~ 8시, 24부작, 텔레비전 드라마, 문화방송,1981-07-18 00:00:00
아가씨를부탁해, 2009년 8월 19일 ~ 2009년 10월 8일, 한국방송공사 수목드라마, 16부작, 로맨스 코미디, KBS 2TV,2009-08-19 00:00:00
행복, 1995년 4월 17일 ~ 1995년 10월 14일, 매주 월~토요일 오전 9시, , 텔레비전 드라마, 문화방송,1995-04-17 00:00:00
맨발의청춘, 1998년 2월 2일 ~ 1998년 3월 24일," 월요일, 화요일 저녁 저녁 6시 8분 ~ 7시 10분 → 월요일, 화요일 밤 (시간) 9시 50분 ~ 11시", 16부작, 드라마, KBS2,1998-02-02 00:00:00
참좋은시절, 2014년 2월 22일 ~ 2014년 8월 10일," 토요일, 일요일 저녁 7시 55분 ~ 밤 (시간) 9시 15분", 50부작," 로맨스, 가족 드라마", KBS 2TV,2014-02-22 00:00:00
너라서좋아, 2012년 9월 3일 ~ 2013년 2월 15일, 월요일 ~ 금요일 오전 8시 30분 ~ 9시 10분, 117부작, 텔레비전 드라마, SBS,2012-09-03 00:00:00
남자친구, 2018년 11월 28일 ~ 2019년 1월 24일," 수요일, 목요일 밤 9시 30분 ~ 10시 50분", 16부작, 텔레비전 드라마 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악, tvN,2018-11-28 00:00:00
"9초,영원의시간", 2015년 9월 30일 ~ 2015년 10월 3일, , 7부작, 웹드라마, 네이버 TV,2015-09-30 00:00:00
조선로코-녹두전, 2019년 9월 30일 ~ 2019년 11월 25일," 매주 월요일, 화요일 밤 10:00 ~ 11:10", 32부작," 로맨스, 사극", KBS 2TV,2019-09-30 00:00:00
행복한여자, 2007년 1월 6일 ~ 2007년 7월 22일," 토요일, 일요일 밤 7시 55분 ~ 8시 55분", 58부작, 텔레비전 드라마, KBS 2TV,2007-01-06 00:00:00
끝없는사랑, 1989년 12월 6일 ~ 1989년 12월 28일," 수요일, 목요일 밤 9시 35분 ~ 10시 30분", , 드라마, KBS 2TV,1989-12-06 00:00:00
전설의고향-1998년, 1998년 7월 6일 ~ 1998년 8월 11일, , 12부작, 텔레비전 드라마, KBS 2TV,1998-07-06 00:00:00
냄새를보는소녀, 2015년 4월 1일 ~ 2015년 5월 21일," 수요일, 목요일 오후10시 ~ 오후11시 15분", 16부작, 로맨틱 코미디 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악, SBS,2015-04-01 00:00:00
백희가돌아왔다," 2016년 6월 6일 ~ 2016년 6월 14일
2017년 5월 15일 ~ 2017년 5월 16일 (특별판)"," 월요일, 화요일 밤 10시"," 4부작
2부작 (특별판)", 드라마, KBS 2TV,2016-06-06 00:00:00
우리가남인가요, 2001년 2월 5일 ~ 2001년 10월 26일, 월 ~ 금 밤 8시 25분 ~ 9시, 192부작, 드라마, KBS 1TV,2001-02-05 00:00:00
아르곤, 2017년 9월 4일 ~ 2017년 9월 26일," 매주 월요일, 화요일 밤 10시 50분", 8부작, 드라마 드라마음악 드라마음악 드라마음악, tvN,2017-09-04 00:00:00
쑥부쟁이," 2008년 2월 7일 ~ 2월 8일
2008년 5월 12일 ~ 2008년 5월 16일 (앙코르)"," 오전 10시 35분
오후 7시 45분 (앙코르)", 4부작 (앙코르 5부작), 텔레비전 드라마, 문화방송,2008-02-07 00:00:00
보고싶은얼굴, 2001년 8월 20일 ~ 2002년 1월 19일, 역대 방송시간 참조, 128부작, 드라마, 문화방송,2001-08-20 00:00:00
여우야뭐하니, 2006년 9월 20일 ~ 2006년 11월 9일," 매주 월, 화 밤 9시 55분", 16부작, 드라마, MBC,2006-09-20 00:00:00
7일의왕비, 2017년 5월 31일 ~ 2017년 8월 3일," 매주 수요일, 목요일 밤 10시 ~ 11시 10분", 20부작," 사극, 로맨스", KBS 2TV,2017-05-31 00:00:00
시티홀, 2009년 4월 29일 ~ 2009년 7월 2일, 매주 수요일 · 목요일 밤 (시간) 9시 55분, 20부작," 로맨스, 정치", SBS TV,2009-04-29 00:00:00
계룡선녀전, 2018년 11월 5일 ~ 2018년 12월 25일, , 16부작, 드라마, tvN,2018-11-05 00:00:00
정도전, 2014년 1월 4일 ~ 2014년 6월 29일2017년 5월 30일 ~ 2017년 8월 29일(재방송)," 토요일, 일요일 밤 (시간) 9시 40분 ~ 10시 30분", 50부작, 사극 , KBS 1TV,2014-01-04 00:00:00
조강지처클럽, 2007년 9월 29일 ~ 2008년 10월 5일," 토요일, 일요일 밤 (시간) 10시 ~ 11시 20분", 104부작, 막장 텔레비전 드라마, SBS,2007-09-29 00:00:00
쾌걸춘향, 2005년 1월 3일 ~ 2005년 3월 1일," 월요일, 화요일 밤 (시간) 9시 55분 ~ 11시 5분", 17부작, 로코 드라마, KBS 2TV,2005-01-03 00:00:00
내일도칸타빌레, 2014년 10월 13일 ~ 2014년 12월 2일," 월요일, 화요일 밤 10시", 16부작, 뮤지컬 로코 드라마, KBS 제2TV,2014-10-13 00:00:00
술의나라, 2003년 4월 9일 ~ 2003년 5월 29일," 매주 수,목 밤 9시 55분", 16부작, 드라마, SBS,2003-04-09 00:00:00
이제사랑은끝났다, 2006년 1월 31일 ~ 2006년 7월 14일, 역대 방송시간 참조, 130부작, 드라마, MBC,2006-01-31 00:00:00
결혼하고싶은여자, 2004년 4월 21일 ~ 2004년 6월 17일, 매주 수·목요일 저녁 9시 55분, 18부작, 텔레비전 드라마, 문화방송,2004-04-21 00:00:00
찬란한유산, 2009년 4월 25일 ~ 2009년 7월 26일," 토요일, 일요일 밤 (시간) 10시 ~ 11시 20분", 28부작," 텔레비전 드라마, 가족, 로맨스", SBS TV,2009-04-25 00:00:00
전설의고향-1999년, 1999년 6월 28일 ~ 1999년 8월 3일, , 12부작, 텔레비전 드라마, KBS 2TV,1999-06-28 00:00:00
작별, 1994년 6월 13일 ~ 1994년 12월 27일," 월요일, 화요일 밤 (시간) 9시 50분 ~ 10시 50분", 57부작, 드라마, SBS,1994-06-13 00:00:00
서울뚝배기, 1990년 9월 3일 ~ 1991년 7월 5일, 월요일 ~ 금요일 밤 (시간) 8시 30분 ~ 9시, 189부작," 드라마, 코미디", 한국방송공사,1990-09-03 00:00:00
마을-아치아라의비밀, 2015년 10월 7일 ~ 2015년 12월 3일," 매주 수요일, 목요일 밤 (시간) 10시", 16부작, 미스터리 스릴러 드라마, SBS (대한민국의 방송사),2015-10-07 00:00:00
